location_id,table_title,table_title_ko,category,category_ko,budget,mid_range,luxury
994,Mt. Lassen Volcanic National Park on a Budget,화산 국립 공원을 떠나십시오의 예산,Food,음식,23,52,100
994,Mt. Lassen Volcanic National Park on a Budget,화산 국립 공원을 떠나십시오의 예산,Entertainment,엔터테인먼트,9.19,21,40
994,Mt. Lassen Volcanic National Park on a Budget,화산 국립 공원을 떠나십시오의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 53
995,Myrtle Beach on a Budget,머틀 비치의 예산,Accommodation,숙박,37,88,186
995,Myrtle Beach on a Budget,머틀 비치의 예산,Local Transportation,지역 교통,10,24,49
995,Myrtle Beach on a Budget,머틀 비치의 예산,Food,음식,43,97,178
995,Myrtle Beach on a Budget,머틀 비치의 예산,Entertainment,엔터테인먼트,17,46,130
995,Myrtle Beach on a Budget,머틀 비치의 예산,Alcohol,주류,3 - 10,8 - 24,15 - 45
996,Mystic on a Budget,신비한의 예산,Accommodation,숙박,54,125,238
996,Mystic on a Budget,신비한의 예산,Local Transportation,지역 교통,24,56,106
996,Mystic on a Budget,신비한의 예산,Food,음식,40,90,167
996,Mystic on a Budget,신비한의 예산,Entertainment,엔터테인먼트,10,24,46
996,Mystic on a Budget,신비한의 예산,Alcohol,주류,7 - 20,15 - 46,29 - 88
997,Nags Head on a Budget,낵스헤드의 예산,Accommodation,숙박,35,80,152
997,Nags Head on a Budget,낵스헤드의 예산,Local Transportation,지역 교통,18,40,75
997,Nags Head on a Budget,낵스헤드의 예산,Food,음식,31,71,135
997,Nags Head on a Budget,낵스헤드의 예산,Entertainment,엔터테인먼트,6.09,14,27
997,Nags Head on a Budget,낵스헤드의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
998,Nantucket on a Budget,낸터킷의 예산,Accommodation,숙박,96,237,556
998,Nantucket on a Budget,낸터킷의 예산,Local Transportation,지역 교통,20,47,95
998,Nantucket on a Budget,낸터킷의 예산,Food,음식,61,141,277
998,Nantucket on a Budget,낸터킷의 예산,Entertainment,엔터테인먼트,14,34,76
998,Nantucket on a Budget,낸터킷의 예산,Alcohol,주류,7 - 22,17 - 52,36 - 109
999,Napa Valley on a Budget,나파 밸리의 예산,Accommodation,숙박,55,126,251
999,Napa Valley on a Budget,나파 밸리의 예산,Local Transportation,지역 교통,80,183,349
999,Napa Valley on a Budget,나파 밸리의 예산,Food,음식,48,108,198
999,Napa Valley on a Budget,나파 밸리의 예산,Entertainment,엔터테인먼트,12,28,53
999,Napa Valley on a Budget,나파 밸리의 예산,Alcohol,주류,14 - 43,33 - 99,64 - 192
1000,Naples on a Budget,나폴리의 예산,Accommodation,숙박,52,119,229
1000,Naples on a Budget,나폴리의 예산,Local Transportation,지역 교통,26,62,126
1000,Naples on a Budget,나폴리의 예산,Food,음식,54,121,222
1000,Naples on a Budget,나폴리의 예산,Entertainment,엔터테인먼트,11,26,50
1000,Naples on a Budget,나폴리의 예산,Alcohol,주류,8 - 25,19 - 56,36 - 109
1001,Nashville on a Budget,내쉬빌의 예산,Accommodation,숙박,40,99,231
1001,Nashville on a Budget,내쉬빌의 예산,Local Transportation,지역 교통,8.85,21,46
1001,Nashville on a Budget,내쉬빌의 예산,Food,음식,31,72,143
1001,Nashville on a Budget,내쉬빌의 예산,Entertainment,엔터테인먼트,11,27,58
1001,Nashville on a Budget,내쉬빌의 예산,Alcohol,주류,3 - 9,7 - 22,15 - 46
1002,New Bern on a Budget,뉴 베른의 예산,Accommodation,숙박,33,76,145
1002,New Bern on a Budget,뉴 베른의 예산,Local Transportation,지역 교통,15,34,64
1002,New Bern on a Budget,뉴 베른의 예산,Food,음식,31,70,135
1002,New Bern on a Budget,뉴 베른의 예산,Entertainment,엔터테인먼트,11,26,50
1002,New Bern on a Budget,뉴 베른의 예산,Alcohol,주류,7 - 20,15 - 45,29 - 86
1003,New Orleans on a Budget,뉴 올리언스의 예산,Accommodation,숙박,50,125,305
1003,New Orleans on a Budget,뉴 올리언스의 예산,Local Transportation,지역 교통,19,51,151
1003,New Orleans on a Budget,뉴 올리언스의 예산,Food,음식,32,78,175
1003,New Orleans on a Budget,뉴 올리언스의 예산,Entertainment,엔터테인먼트,19,55,181
1003,New Orleans on a Budget,뉴 올리언스의 예산,Alcohol,주류,13 - 39,30 - 90,56 - 167
1004,New York City on a Budget,뉴욕 씨띠의 예산,Accommodation,숙박,63,175,532
1004,New York City on a Budget,뉴욕 씨띠의 예산,Local Transportation,지역 교통,18,49,144
1004,New York City on a Budget,뉴욕 씨띠의 예산,Food,음식,36,87,199
1004,New York City on a Budget,뉴욕 씨띠의 예산,Entertainment,엔터테인먼트,44,180,846
1004,New York City on a Budget,뉴욕 씨띠의 예산,Alcohol,주류,6 - 18,15 - 44,33 - 99
1005,Newport on a Budget,뉴 포트의 예산,Accommodation,숙박,40,92,175
1005,Newport on a Budget,뉴 포트의 예산,Local Transportation,지역 교통,16,36,69
1005,Newport on a Budget,뉴 포트의 예산,Food,음식,34,78,150
1005,Newport on a Budget,뉴 포트의 예산,Entertainment,엔터테인먼트,7.22,17,32
1005,Newport on a Budget,뉴 포트의 예산,Alcohol,주류,3 - 9,7 - 21,14 - 41
1006,Norfolk on a Budget,노퍽의 예산,Accommodation,숙박,37,84,161
1006,Norfolk on a Budget,노퍽의 예산,Local Transportation,지역 교통,24,54,102
1006,Norfolk on a Budget,노퍽의 예산,Food,음식,37,85,161
1006,Norfolk on a Budget,노퍽의 예산,Entertainment,엔터테인먼트,6.03,14,26
1006,Norfolk on a Budget,노퍽의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 30
1007,North Conway on a Budget,북쪽 콘웨이의 예산,Accommodation,숙박,54,125,238
1007,North Conway on a Budget,북쪽 콘웨이의 예산,Local Transportation,지역 교통,23,52,99
1007,North Conway on a Budget,북쪽 콘웨이의 예산,Food,음식,48,110,210
1007,North Conway on a Budget,북쪽 콘웨이의 예산,Entertainment,엔터테인먼트,17,38,73
1007,North Conway on a Budget,북쪽 콘웨이의 예산,Alcohol,주류,7 - 22,17 - 50,32 - 96
1008,Oahu on a Budget,오아후의 예산,Accommodation,숙박,75,237,867
1008,Oahu on a Budget,오아후의 예산,Local Transportation,지역 교통,9.24,21,37
1008,Oahu on a Budget,오아후의 예산,Food,음식,36,91,222
1008,Oahu on a Budget,오아후의 예산,Entertainment,엔터테인먼트,11,27,67
1008,Oahu on a Budget,오아후의 예산,Alcohol,주류,3 - 8,3 - 10,4 - 12
1009,Ocean City on a Budget,오션 시티의 예산,Accommodation,숙박,36,83,170
1009,Ocean City on a Budget,오션 시티의 예산,Local Transportation,지역 교통,21,47,90
1009,Ocean City on a Budget,오션 시티의 예산,Food,음식,37,85,169
1009,Ocean City on a Budget,오션 시티의 예산,Entertainment,엔터테인먼트,8.08,18,35
1009,Ocean City on a Budget,오션 시티의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 39
1010,Olympic National Park on a Budget,올림픽 국립 공원의 예산,Accommodation,숙박,21,49,93
1010,Olympic National Park on a Budget,올림픽 국립 공원의 예산,Local Transportation,지역 교통,30,68,129
1010,Olympic National Park on a Budget,올림픽 국립 공원의 예산,Food,음식,27,61,116
1010,Olympic National Park on a Budget,올림픽 국립 공원의 예산,Entertainment,엔터테인먼트,12,26,51
1010,Olympic National Park on a Budget,올림픽 국립 공원의 예산,Alcohol,주류,1 - 4,3 - 8,5 - 16
1011,Orlando on a Budget,올랜도의 예산,Accommodation,숙박,58,154,429
1011,Orlando on a Budget,올랜도의 예산,Local Transportation,지역 교통,24,66,193
1011,Orlando on a Budget,올랜도의 예산,Food,음식,40,113,354
1011,Orlando on a Budget,올랜도의 예산,Entertainment,엔터테인먼트,74,204,615
1011,Orlando on a Budget,올랜도의 예산,Alcohol,주류,6 - 18,15 - 45,39 - 116
1012,Palm Springs on a Budget,팜스프링 스의 예산,Accommodation,숙박,51,120,242
1012,Palm Springs on a Budget,팜스프링 스의 예산,Local Transportation,지역 교통,23,52,102
1012,Palm Springs on a Budget,팜스프링 스의 예산,Food,음식,38,92,209
1012,Palm Springs on a Budget,팜스프링 스의 예산,Entertainment,엔터테인먼트,12,29,62
1012,Palm Springs on a Budget,팜스프링 스의 예산,Alcohol,주류,3 - 8,6 - 19,12 - 37
1013,Panama City on a Budget,파나마 시티의 예산,Accommodation,숙박,57,128,239
1013,Panama City on a Budget,파나마 시티의 예산,Local Transportation,지역 교통,20,48,105
1013,Panama City on a Budget,파나마 시티의 예산,Food,음식,50,115,220
1013,Panama City on a Budget,파나마 시티의 예산,Entertainment,엔터테인먼트,8.13,19,35
1013,Panama City on a Budget,파나마 시티의 예산,Alcohol,주류,12 - 37,28 - 84,54 - 161
1014,Park City Utah on a Budget,파크 시티 유타의 예산,Accommodation,숙박,88,202,391
1014,Park City Utah on a Budget,파크 시티 유타의 예산,Local Transportation,지역 교통,32,72,140
1014,Park City Utah on a Budget,파크 시티 유타의 예산,Food,음식,50,113,205
1014,Park City Utah on a Budget,파크 시티 유타의 예산,Entertainment,엔터테인먼트,29,68,140
1014,Park City Utah on a Budget,파크 시티 유타의 예산,Alcohol,주류,10 - 31,23 - 69,42 - 126
1015,Pasadena on a Budget,패서 디나의 예산,Accommodation,숙박,21,25,33
1015,Pasadena on a Budget,패서 디나의 예산,Local Transportation,지역 교통,9.38,21,37
1015,Pasadena on a Budget,패서 디나의 예산,Food,음식,24,32,47
1016,Pensacola on a Budget,펜사콜라의 예산,Accommodation,숙박,47,115,268
1016,Pensacola on a Budget,펜사콜라의 예산,Local Transportation,지역 교통,28,64,121
1016,Pensacola on a Budget,펜사콜라의 예산,Food,음식,34,84,193
1016,Pensacola on a Budget,펜사콜라의 예산,Entertainment,엔터테인먼트,5.86,13,26
1016,Pensacola on a Budget,펜사콜라의 예산,Alcohol,주류,10 - 29,22 - 66,42 - 125
1017,Phoenix on a Budget,피닉스의 예산,Accommodation,숙박,48,144,496
1017,Phoenix on a Budget,피닉스의 예산,Local Transportation,지역 교통,14,39,114
1017,Phoenix on a Budget,피닉스의 예산,Food,음식,34,90,250
1017,Phoenix on a Budget,피닉스의 예산,Entertainment,엔터테인먼트,14,40,121
1017,Phoenix on a Budget,피닉스의 예산,Alcohol,주류,3 - 10,8 - 25,19 - 57
1018,Pittsburgh on a Budget,피츠버그의 예산,Accommodation,숙박,45,106,216
1018,Pittsburgh on a Budget,피츠버그의 예산,Local Transportation,지역 교통,8.69,22,58
1018,Pittsburgh on a Budget,피츠버그의 예산,Food,음식,41,94,184
1018,Pittsburgh on a Budget,피츠버그의 예산,Entertainment,엔터테인먼트,17,38,72
1018,Pittsburgh on a Budget,피츠버그의 예산,Alcohol,주류,7 - 22,16 - 49,31 - 94
1019,Pocono Mountains on a Budget,포 코노 산의 예산,Accommodation,숙박,39,89,170
1019,Pocono Mountains on a Budget,포 코노 산의 예산,Local Transportation,지역 교통,21,49,94
1019,Pocono Mountains on a Budget,포 코노 산의 예산,Food,음식,40,92,175
1019,Pocono Mountains on a Budget,포 코노 산의 예산,Entertainment,엔터테인먼트,13,30,58
1019,Pocono Mountains on a Budget,포 코노 산의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 38
1020,Portland on a Budget,포틀랜드의 예산,Accommodation,숙박,40,97,222
1020,Portland on a Budget,포틀랜드의 예산,Local Transportation,지역 교통,12,28,65
1020,Portland on a Budget,포틀랜드의 예산,Food,음식,29,74,190
1020,Portland on a Budget,포틀랜드의 예산,Entertainment,엔터테인먼트,8.04,24,85
1020,Portland on a Budget,포틀랜드의 예산,Alcohol,주류,3 - 10,9 - 26,21 - 62
1021,"Portland, Maine on a Budget","포틀랜드, 메인의 예산",Accommodation,숙박,50,115,214
1021,"Portland, Maine on a Budget","포틀랜드, 메인의 예산",Local Transportation,지역 교통,15,34,66
1021,"Portland, Maine on a Budget","포틀랜드, 메인의 예산",Food,음식,35,84,179
1021,"Portland, Maine on a Budget","포틀랜드, 메인의 예산",Entertainment,엔터테인먼트,17,39,74
1021,"Portland, Maine on a Budget","포틀랜드, 메인의 예산",Alcohol,주류,5 - 16,12 - 36,23 - 70
1022,Providence on a Budget,섭리의 예산,Accommodation,숙박,50,114,217
1022,Providence on a Budget,섭리의 예산,Local Transportation,지역 교통,20,46,88
1022,Providence on a Budget,섭리의 예산,Food,음식,35,82,169
1022,Providence on a Budget,섭리의 예산,Entertainment,엔터테인먼트,11,26,49
1022,Providence on a Budget,섭리의 예산,Alcohol,주류,3 - 9,7 - 20,13 - 38
1023,Raleigh on a Budget,롤리의 예산,Accommodation,숙박,45,104,199
1023,Raleigh on a Budget,롤리의 예산,Local Transportation,지역 교통,16,37,79
1023,Raleigh on a Budget,롤리의 예산,Food,음식,43,99,194
1023,Raleigh on a Budget,롤리의 예산,Entertainment,엔터테인먼트,16,37,70
1023,Raleigh on a Budget,롤리의 예산,Alcohol,주류,6 - 18,14 - 41,26 - 78
1024,Rapid City on a Budget,래피드 시티의 예산,Accommodation,숙박,26,60,114
1024,Rapid City on a Budget,래피드 시티의 예산,Local Transportation,지역 교통,23,53,101
1024,Rapid City on a Budget,래피드 시티의 예산,Food,음식,17,41,88
1024,Rapid City on a Budget,래피드 시티의 예산,Entertainment,엔터테인먼트,11,26,49
1024,Rapid City on a Budget,래피드 시티의 예산,Alcohol,주류,2 - 5,3 - 10,7 - 20
1025,Redwood National Park on a Budget,레드 우드 국립 공원의 예산,Accommodation,숙박,19,44,83
1025,Redwood National Park on a Budget,레드 우드 국립 공원의 예산,Local Transportation,지역 교통,23,53,101
1025,Redwood National Park on a Budget,레드 우드 국립 공원의 예산,Food,음식,25,56,106
1025,Redwood National Park on a Budget,레드 우드 국립 공원의 예산,Entertainment,엔터테인먼트,14,33,63
1025,Redwood National Park on a Budget,레드 우드 국립 공원의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 31
1026,Reno on a Budget,리노의 예산,Accommodation,숙박,24,55,114
1026,Reno on a Budget,리노의 예산,Local Transportation,지역 교통,18,23,32
1026,Reno on a Budget,리노의 예산,Food,음식,38,94,220
1026,Reno on a Budget,리노의 예산,Entertainment,엔터테인먼트,88,88,88
1026,Reno on a Budget,리노의 예산,Alcohol,주류,6 - 19,6 - 19,6 - 19
1027,Richmond on a Budget,리치몬드의 예산,Accommodation,숙박,100,101,102
1027,Richmond on a Budget,리치몬드의 예산,Local Transportation,지역 교통,28,72,193
1027,Richmond on a Budget,리치몬드의 예산,Food,음식,14,36,87
1027,Richmond on a Budget,리치몬드의 예산,Entertainment,엔터테인먼트,13,13,13
1028,Round Pond on a Budget,둥근 연못의 예산,Accommodation,숙박,30,70,133
1028,Round Pond on a Budget,둥근 연못의 예산,Local Transportation,지역 교통,26,60,115
1028,Round Pond on a Budget,둥근 연못의 예산,Food,음식,31,70,133
1028,Round Pond on a Budget,둥근 연못의 예산,Entertainment,엔터테인먼트,8.59,20,38
1028,Round Pond on a Budget,둥근 연못의 예산,Alcohol,주류,3 - 8,6 - 18,12 - 35
1029,Sacramento on a Budget,새크라멘토의 예산,Accommodation,숙박,49,111,197
1029,Sacramento on a Budget,새크라멘토의 예산,Local Transportation,지역 교통,20,51,131
1029,Sacramento on a Budget,새크라멘토의 예산,Food,음식,40,92,174
1029,Sacramento on a Budget,새크라멘토의 예산,Entertainment,엔터테인먼트,8.44,19,34
1029,Sacramento on a Budget,새크라멘토의 예산,Alcohol,주류,3 - 8,6 - 17,11 - 33
1030,Saint Augustine on a Budget,세인트 어거스틴의 예산,Accommodation,숙박,37,86,177
1030,Saint Augustine on a Budget,세인트 어거스틴의 예산,Local Transportation,지역 교통,17,39,80
1030,Saint Augustine on a Budget,세인트 어거스틴의 예산,Food,음식,37,85,168
1030,Saint Augustine on a Budget,세인트 어거스틴의 예산,Entertainment,엔터테인먼트,7.53,18,36
1030,Saint Augustine on a Budget,세인트 어거스틴의 예산,Alcohol,주류,5 - 15,12 - 37,30 - 91
1031,Saint Louis on a Budget,세인트 루이스의 예산,Accommodation,숙박,43,101,210
1031,Saint Louis on a Budget,세인트 루이스의 예산,Local Transportation,지역 교통,11,26,48
1031,Saint Louis on a Budget,세인트 루이스의 예산,Food,음식,41,93,176
1031,Saint Louis on a Budget,세인트 루이스의 예산,Entertainment,엔터테인먼트,20,46,87
1031,Saint Louis on a Budget,세인트 루이스의 예산,Alcohol,주류,4 - 12,9 - 28,18 - 53
1032,Saint Petersburg on a Budget,상트 페테르부르크의 예산,Accommodation,숙박,55,127,251
1032,Saint Petersburg on a Budget,상트 페테르부르크의 예산,Local Transportation,지역 교통,21,47,93
